Path,Sample Name,Tissue Category,Cell ID,Total Cells,Tissue Category Area (pixels),Cell Density (per megapixel),Cell X Position,Cell Y Position,"Nucleus DAPI Mean (Normalized Counts, Total Weighting)","Nucleus MYC (Opal 520) Mean (Normalized Counts, Total Weighting)","Nucleus CD20 (Opal 540) Mean (Normalized Counts, Total Weighting)","Nucleus CD163 (Opal 570) Mean (Normalized Counts, Total Weighting)","Nucleus BCL6 (Opal 620) Mean (Normalized Counts, Total Weighting)","Nucleus STING (Opal 650) Mean (Normalized Counts, Total Weighting)","Nucleus BCL2 (Opal 690) Mean (Normalized Counts, Total Weighting)","Nucleus Autofluorescence Mean (Normalized Counts, Total Weighting)","Cytoplasm DAPI Mean (Normalized Counts, Total Weighting)","Cytoplasm MYC (Opal 520) Mean (Normalized Counts, Total Weighting)","Cytoplasm CD20 (Opal 540) Mean (Normalized Counts, Total Weighting)","Cytoplasm CD163 (Opal 570) Mean (Normalized Counts, Total Weighting)","Cytoplasm BCL6 (Opal 620) Mean (Normalized Counts, Total Weighting)","Cytoplasm STING (Opal 650) Mean (Normalized Counts, Total Weighting)","Cytoplasm BCL2 (Opal 690) Mean (Normalized Counts, Total Weighting)","Cytoplasm Autofluorescence Mean (Normalized Counts, Total Weighting)","Membrane DAPI Mean (Normalized Counts, Total Weighting)","Membrane MYC (Opal 520) Mean (Normalized Counts, Total Weighting)","Membrane CD20 (Opal 540) Mean (Normalized Counts, Total Weighting)","Membrane CD163 (Opal 570) Mean (Normalized Counts, Total Weighting)","Membrane BCL6 (Opal 620) Mean (Normalized Counts, Total Weighting)","Membrane STING (Opal 650) Mean (Normalized Counts, Total Weighting)","Membrane BCL2 (Opal 690) Mean (Normalized Counts, Total Weighting)","Membrane Autofluorescence Mean (Normalized Counts, Total Weighting)","Entire Cell DAPI Mean (Normalized Counts, Total Weighting)","Entire Cell MYC (Opal 520) Mean (Normalized Counts, Total Weighting)","Entire Cell CD20 (Opal 540) Mean (Normalized Counts, Total Weighting)","Entire Cell CD163 (Opal 570) Mean (Normalized Counts, Total Weighting)","Entire Cell BCL6 (Opal 620) Mean (Normalized Counts, Total Weighting)","Entire Cell STING (Opal 650) Mean (Normalized Counts, Total Weighting)","Entire Cell BCL2 (Opal 690) Mean (Normalized Counts, Total Weighting)","Entire Cell Autofluorescence Mean (Normalized Counts, Total Weighting)"
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1223,,,,1272,1850,39.139,2.46,3.829,8.757,16.801,5.031,4.169,12.403,11.438,2.318,3.414,9.843,21.737,4.711,4.185,16.433,2.502,2.262,3.719,10.656,23.12,4.608,3.961,15.408,26.191,2.392,3.728,9.363,19.064,4.881,4.128,13.793
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1224,,,,2304,1850,44.014,0.249,37.353,5.586,12.098,3.615,5.263,16.325,12.343,0.578,23.155,7.262,10.704,2.928,4.138,13.352,10.425,0.725,37.021,6.976,10.032,3.181,3.362,10.709,31.15,0.417,35.593,6.161,11.372,3.416,4.614,14.447
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1225,,,,1807,1852,38.517,2.301,3.258,19.061,47.475,5.877,3.408,19.995,11.644,2.403,4.108,16.207,21.367,5.042,2.961,14.051,3.975,2.281,4.368,13.068,15.629,4.529,2.71,11.713,25.106,2.317,3.686,17.105,34.837,5.398,3.157,16.882
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1226,,,,1049,1855,15.232,3.947,0.25,14.484,72.093,12.779,2.954,24.68,5.53,3.216,0.164,13.251,65.646,13.042,2.008,23.684,3.526,3.409,0.085,14.896,69.912,13.389,1.828,23.541,11.048,3.71,0.199,14.381,70.576,12.958,2.549,24.265
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1227,,,,1710,1853,6.008,2.332,0.027,14.062,31.205,15.012,0.619,20.643,2.248,2.758,0.053,8.004,14.595,14.343,0.655,15.335,1.104,2.727,0.075,6.73,11.125,12.824,0.687,12.117,4.03,2.518,0.044,11.012,22.849,14.344,0.643,17.465
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1228,,,,1790,1853,30.371,2.913,3.546,19.52,47.21,6.902,4.51,20.199,10.03,2.615,5.68,17.118,21.409,6.699,4.092,16.32,2.464,2.034,6.154,16.411,13.651,7.687,3.458,14.389,18.919,2.627,4.667,18.215,33.147,7.055,4.154,17.892
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1229,,,,1764,1857,11.162,4.211,0.084,10.944,23.657,16.943,2.063,21.185,2.352,3.949,0.309,11.607,17.61,17.069,1.214,18.288,0.807,3.591,0.783,11.816,14.798,15.13,1.408,15.851,6.68,3.998,0.309,11.305,20.134,16.507,1.718,19.22
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1230,,,,1661,1855,32.036,2.329,5.73,23.489,42.291,7.677,3.023,21.417,12.728,2.543,13.794,32.259,26.073,7.765,2.604,20.88,7.421,2.451,13.735,37.63,40.042,8.91,2.692,23.862,21.535,2.401,9.449,29.125,38.864,8.053,2.855,22.041
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1231,,,,2069,1856,36.875,1.665,0.824,29.384,66.798,11.913,3.431,25.704,13.531,1.77,0.729,30,28.251,8.381,3.205,14.892,4.38,1.4,0.856,27.155,16.88,6.693,2.769,11.644,23.769,1.623,0.811,28.969,46.079,9.855,3.219,19.878
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1232,,,,2336,1852,18.198,1.779,23.444,33.439,55.087,7.433,5.486,31.39,5.338,1.605,22.51,25.285,19.75,5.34,5.226,18.973,3.391,1.717,17.725,22.785,16.681,5.014,4.302,14.145,11.756,1.723,21.933,29.069,37.896,6.383,5.157,24.507
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1233,,,,2472,1857,20.364,2.367,2.802,20.08,37.149,5.733,3.946,17.368,8.537,2.147,6.564,18.936,19.737,5.193,3.883,14.303,3.796,1.615,7.526,16.894,16.323,4.87,3.82,13.422,13.297,2.124,4.913,18.998,27.643,5.383,3.899,15.624
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1234,,,,1551,1861,49.63,2.167,3.089,13.482,27.385,5.648,3.274,15.179,14.092,2.192,2.306,12.655,18.167,5.064,3.15,14.105,4.797,2.226,2.281,15.438,17.747,5.181,3.376,14.602,31.757,2.186,2.741,13.827,23.254,5.423,3.277,14.836
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1235,,,,2460,1861,29.226,2.564,0.687,28.343,45.806,8.041,4.127,20.494,8.394,1.78,0.909,30.613,21.893,7.128,3.37,17.135,3.573,1.545,0.889,30.532,15.186,6.272,3.281,15.443,17.993,2.127,0.788,29.406,32.601,7.378,3.742,18.441
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1236,,,,1988,1861,31.655,1.697,3.113,17.401,22.472,6.15,2.815,13.064,10.885,1.671,3.036,20.919,17.777,5.699,3.186,12.496,5.028,1.589,2.31,24.564,13.036,5.266,3.297,11.577,20.449,1.664,2.894,19.967,19.079,5.83,3.017,12.567
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1237,,,,2410,1861,7.854,1.356,0.126,26.629,60.193,12.517,2.024,23.591,2.496,2.067,0.589,21.083,25.026,10.038,2.316,16.128,1.144,1.967,0.628,16.927,21.867,8.704,2.271,14.388,4.855,1.68,0.365,22.798,42.014,10.943,2.156,19.452
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1238,,,,845,1862,17.626,3.852,0.564,28.176,88.579,15.056,19.179,36.429,3.497,3.416,2.636,23.1,41.599,7.916,18.057,22.882,0.369,3.185,3.416,21.82,25.298,6.44,13.864,14.995,11.363,3.63,1.551,25.893,66.504,11.914,17.845,29.388
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1239,,,,1899,1863,42.034,2.793,3.966,11.422,22.812,4.918,3.994,12.721,12.067,2.187,4.291,11.062,13.031,4.358,3.34,11.75,7.451,2.07,5.263,11.798,11.581,4.43,3.109,10.476,28.568,2.515,4.315,11.435,18.429,4.701,3.672,12.037
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1240,,,,1298,1865,23.317,2.359,3.454,16.474,39.184,6.083,4.662,19.904,7.794,2.726,4.125,16.805,25.589,5.422,4.032,17.519,2.879,2.407,4.498,16.168,22.52,4.978,3.865,16.918,15.808,2.441,3.814,16.471,32.88,5.711,4.364,18.784
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1241,,,,1061,1866,48.372,3.265,1.483,14.326,55.335,11.756,7.865,22.174,21.332,3.519,0.789,12.798,56.382,11.248,6.938,29.461,16.223,3.8,0.312,16.694,76.745,12.546,5.167,27.947,38.568,3.42,1.138,14.904,61.169,11.949,7.097,24.034
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1242,,,,1995,1874,16.959,0.678,15.105,73.031,21.756,8.89,2.121,25.906,6.24,0.823,6.886,76.607,18.048,8.211,1.742,21.14,5.674,0.902,14.334,53.492,14.7,6.801,2.439,17.676,11.731,0.769,13.31,68.232,19.062,8.173,2.137,22.68
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1244,,,,1069,1870,12.682,4.929,0.005,19.33,105.507,14.159,3.128,32.04,7.988,4.568,0,20.422,90.321,13.747,2.194,27.2,6.754,4.441,0.007,17.765,78.727,13.912,2.714,24.434,10.418,4.747,0.005,19.081,96.178,14.032,2.879,29.311
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1245,,,,1797,1868,47.524,0.755,28.036,16.642,15.596,7.291,4.267,24.049,9.418,0.771,38.188,20.678,10.674,5.633,2.753,16.581,12.227,0.836,39.66,30.184,12.809,8.706,3.453,23.417,32.856,0.781,32.594,21.065,14.22,7.516,3.856,23.014
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1246,,,,2136,1868,14.971,1.765,0.928,39.858,11.74,9.873,3.671,15.699,4.999,1.255,1.216,37.904,7.626,6.494,2.385,11.619,3.533,1.023,1.36,32.369,5.738,5.34,2.22,10.053,10.364,1.494,1.084,37.761,9.547,8.162,3.082,13.594
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1247,,,,2305,1869,15.843,1.558,0,36.302,77.905,14.929,3.453,30.996,4.521,1.504,0.369,25.481,36.652,8.61,3.991,18.687,1.896,1.427,0.75,23.74,22.282,7.03,3.644,14.814,10.922,1.52,0.226,31.769,58.911,12.157,3.582,25.421
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1248,,,,783,1870,25.16,2.679,0.837,16.624,63.088,11.065,8.544,23.033,4.934,1.737,1.011,10.746,22.14,6.992,5.279,11.779,2.022,1.444,1.237,7.986,12.887,5.004,4.223,8.93,15.743,2.205,0.964,13.451,43.257,8.849,6.89,17.513
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1249,,,,1168,1871,8.035,3.189,0.46,17.805,73.92,14.255,1.5,27.419,3.479,2.87,0.857,14.052,52.303,12.826,1.731,24.048,1.616,3.067,0.676,13.208,41.822,12.876,1.611,21.377,5.633,3.095,0.591,15.984,62.15,13.647,1.573,25.347
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1250,,,,1939,1869,37.171,0.975,27.248,9.987,21.663,5.36,3.746,15.777,9.996,1.139,20.972,9.836,14.821,4.959,3.529,11.877,4.582,1.1,21.969,9.697,10.932,4.391,3.249,10.224,24.654,1.034,24.882,9.892,17.922,5.062,3.591,13.776
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1251,,,,2061,1871,15.962,3.891,2.612,17.05,22.051,5.821,5.013,12.834,3.697,2.768,2.361,15.367,15.894,5.317,4.199,11.944,1.298,2.28,1.893,13.85,13.054,4.888,3.678,10.456,9.015,3.182,2.357,15.776,18.122,5.446,4.454,11.975
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1253,,,,978,1871,23.369,2.822,2.131,15.746,43.38,7.508,6.011,18.303,9.848,3.188,2.446,21.149,31.844,7.885,7.356,14.888,4.798,2.885,2.136,19.659,22.661,7.034,6.509,15.762,16.88,2.892,2.179,17.498,36.675,7.451,6.333,17.179
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1254,,,,2319,1872,9.5,2.306,1.448,12.148,22.485,4.557,4.319,12.832,3.031,1.236,1.273,10.869,9.584,3.282,3.342,8.351,1.229,1.091,1.089,13.015,7.045,2.859,2.768,7.485,6.077,1.78,1.32,12.122,15.934,3.865,3.723,10.56
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1255,,,,1206,1872,26.75,2.455,2.941,15.502,54.494,7.788,6.594,21.354,11.731,2.344,4.197,17.612,34.885,7.571,7.09,20.524,5.441,2.25,4.586,15.349,25.978,7.101,6.574,17.345,18.7,2.384,3.582,15.902,43.823,7.583,6.692,20.252
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1257,,,,1397,1874,43.528,1.66,6.772,11.994,18.481,4.819,3.649,14.407,13.906,1.199,12.756,13.658,20.502,4.965,3.185,21.606,4.994,1.15,16.075,15.229,18.082,4.874,2.951,19.292,28.927,1.452,10.053,13.048,18.817,4.861,3.4,16.978
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1258,,,,1429,1873,40.534,1.445,3.326,6.941,11.903,3.846,4.121,11.341,9.713,1.04,2.645,8.79,10.631,3.302,3.623,13.106,2.35,1.134,2.281,9.137,8.13,3.126,3.085,10.14,24.393,1.281,2.919,7.886,10.684,3.549,3.755,11.413
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1259,,,,2087,1875,23.659,3.504,1.575,13.218,19.575,5.586,7.063,12.639,8.629,1.731,0.855,7.38,7.973,3.412,3.885,7.086,5.991,1.757,1.041,7.451,12.822,3.825,3.73,8.867,16.511,2.751,1.316,10.735,15.901,4.765,5.659,10.736
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1260,,,,1376,1879,20.344,3.642,1.737,9.368,9.811,13.261,2.348,22.199,10.943,3.505,1.352,9.404,13.602,13.163,2.51,21.718,9.385,3.281,1.388,10.553,13.796,11.952,2.462,21.586,16.381,3.544,1.595,9.612,11.323,12.981,2.401,21.985
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1261,,,,2455,1875,31.94,3.149,1.33,20.782,67.561,6.586,4.19,23.246,7.009,2.456,0.958,14.677,32.528,5.915,2.891,15.196,2.346,2.012,1.008,13.037,19.634,5.497,2.773,14.837,19.918,2.734,1.181,17.71,49.041,6.187,3.596,19.658
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1262,,,,1772,1878,12.69,4.77,0.062,16.032,70.198,16.353,0.755,27.411,1.859,3.363,0.044,8.434,16.297,12.757,1.076,14.787,0.228,2.393,0.102,6.421,8.308,10.403,1.346,10.468,6.915,3.817,0.069,11.748,41.489,13.95,0.985,20.032
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1263,,,,1802,1879,17.73,6.725,1.305,19.124,36.376,13.833,1.665,24.11,4.596,5.225,3.961,21.012,29.378,11.799,1.587,19.456,3.593,4.534,7.101,21.887,28.701,10.592,2.065,18.354,11.738,5.9,3.234,20.164,33.149,12.648,1.748,21.805
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1264,,,,1965,1881,11.964,2.149,21.085,11.923,26.066,5.731,3.505,14.307,3.072,2.4,16.598,12.531,14.546,5.044,3.019,11.635,1.985,2.243,19.591,12.224,12.155,4.768,3.019,11.249,7.772,2.221,19.833,12.116,20.396,5.361,3.291,13.033
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1265,,,,1856,1883,23.136,1.201,1.202,22.336,62.048,12.028,1.781,24.755,5.42,1.613,1.245,16.348,20.636,9.661,1.944,14.907,6.757,1.843,2.151,15.871,12.265,6.297,2.755,11.786,16.206,1.434,1.467,19.74,42.713,10.136,2.069,19.849
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1266,,,,1889,1880,27.843,2.672,6.038,24.885,59.238,8.223,3.177,26.022,9.178,2.199,12.589,23.753,19.22,6.665,3.022,17.712,2.746,1.886,14.702,21.886,11.365,5.761,2.648,13.552,17.878,2.384,9.502,23.935,39.264,7.305,3.019,21.281
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1267,,,,994,1881,21.668,2.869,1.808,15.156,42.983,7.008,9.838,19.374,6.852,2.343,1.018,18.596,30.896,6.56,9.789,17.191,2.448,2.073,1.933,19.011,21.018,5.551,9.089,15.49,14.85,2.603,1.685,16.611,36.103,6.618,9.671,18.149
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1268,,,,1979,1880,28.526,0.465,33.179,10.826,18.285,4.229,4.556,18.562,2.336,0.862,32.244,12.574,4.533,3.638,2.981,10.608,8.231,1.008,37.207,12.947,12.273,4.525,3.511,12.853,19.435,0.671,34.23,11.654,14.856,4.242,4.06,15.932
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1269,,,,2036,1883,8.966,4.36,0.152,17.115,47.975,14.23,2.117,22.351,3.486,3.278,0.308,13.459,32.515,14.017,1.355,19.048,1.58,3.034,0.193,12.436,23.121,12.862,1.462,17.948,5.763,3.763,0.197,15.045,37.849,13.812,1.772,20.434
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1270,,,,1929,1885,31.412,1.154,33.498,11.079,26.331,4.731,3.693,19.099,11.58,1.253,31.159,13.41,18.774,4.325,2.865,15.924,4.564,1.038,35.335,14.072,14.892,4.546,2.558,14.684,20.742,1.141,33.572,12.29,21.944,4.609,3.244,17.36
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1271,,,,1603,1886,44.09,2.151,2.017,20.236,21.779,17.853,6.4,22.119,13.58,2.263,1.222,18.225,16.325,13.758,4.629,17.948,2.248,2.225,1.766,17.698,12.241,9.639,3.997,14.763,27.521,2.192,1.79,19.198,18.317,14.998,5.444,19.456
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1272,,,,1874,1886,37.299,3.066,5.911,16.157,15.202,6.185,4.017,13.925,10.79,2.315,4.087,17.724,10.852,6.021,3.041,12.719,2.457,2.123,2.862,15.717,8.162,5.516,2.798,11.138,24.182,2.704,4.86,16.364,12.748,6.001,3.548,13.054
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1273,,,,2253,1887,13.235,1.866,0.946,44.579,82.971,16.294,2.113,35.703,2.542,2.009,5.145,25.59,36.6,7.671,4.083,18.125,0.861,1.783,7.98,22.891,23.856,6.526,3.874,14.191,8.071,1.877,3.479,35.475,59.311,12.179,2.944,26.943
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1274,,,,1843,1888,19.8,2.611,2.466,21.156,29.019,5.682,3.805,16.736,6.306,2.218,2.759,20.646,15.365,5.209,3.642,14.154,6.646,2.465,3.116,21.4,13.791,5.559,3.203,13.573,14.023,2.504,2.685,21.128,22.682,5.566,3.621,15.465
D:\CD20_CD163_MYC_STING_BCL2_BCL6\20200404 SGH MDA TW TMA& Control\TW TMA1\HPF\Raw,"ADJ_STING__TW TMA1_HP_IM3_0_Core[1,2,1,1]_[41169.5,6495].im3",ROI,1275,,,,2239,1889,10.958,3.099,4.371,40.412,67.844,11.455,5.483,30.168,3.369,3.318,4.48,34.095,31.479,8.567,6.42,19.625,2.083,2.621,7.131,30.777,27.335,7.798,5.898,17.675,7.199,3.002,5.16,36.655,50.394,9.946,5.757,24.9
